id,name,agency_name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,former_org_name,former_org_role,former_org_description,financial_disclosure_url,departed,story_text,story_block,source_url
1727,Douglas Domenech,Interior,White House Senior Advisor,,,"$161,900 ",1/20/17,,Domenech Strategies,outside_government_position,Principal,https://www.documentcloud.org/documents/4387952-Douglas-Domenech-Financial-Disclosure.html,,,,Warren Report Card
1729,Dean A Heyl,Labor,Public Liaison,,,,1/2/18,,International Franchise Association,outside_government_position,Chief Legal Officer,,,,,https://projects.propublica.org/trump-town/staffers/category/taskforce
1731,Kay Cole James,,,,,,,,,,,,,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a464
1732,Reince Priebus,White House Office,Chief of Staff,,,,,,,,,,TRUE,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a466
1733,Chris Christie,,,,,,,,,,,,,,,https://www.washingtonpost.com/news/politics/wp/2018/03/15/where-the-trump-administration-came-from/?utm_term=.cd4c6da7a468
1734,Elaine Chao,Transportation,Secretary,,,,,,,,,,,,,
1735,Frank Wuco,Homeland Security,Senior White House Advisor,,,,,,,,,,,,,https://www.denverpost.com/2017/03/20/white-house-cabinet-loyalty-aides/
1736,Ben Carson,Housing and Urban Development,Secretary,,,,,,,,,,,,,
1737,Rick Perry,Energy,Secretary,,,,,,,,,,,,,
1738,Carl Icahn,,,,,,,,Icahn Enterprises L.P.  (client of Proskauer Rose LLP),,,,,"Serves as a ""special adviser"" to Trump, an unofficial role that has allowed him to skirt conflicts of interest rules that bind those officially employed by the White House. He has advised the president on government regulations that directly impact his business interests, such as wanting to change the EPA's Renewable Fuel Standard, which requires oil producers to blend corn-based ethanol into gasoline. This would benefit CVR Energy, in which his firm Icahn Associates has a majority stake. ",TRUE,https://www.warren.senate.gov/files/documents/2017_04_20_Letter_to_the_President_on_Ethics_Waivers_and_WH_Logs.pdf
1739,Carl Icahn,,,,,,,,Icahn Capital LP,,,,,"Serves as a ""special adviser"" to Trump, an unofficial role that has allowed him to skirt conflicts of interest rules that bind those officially employed by the White House. He has advised the president on government regulations that directly impact his business interests, such as wanting to change the EPA's Renewable Fuel Standard, which requires oil producers to blend corn-based ethanol into gasoline. This would benefit CVR Energy, in which his firm Icahn Associates has a majority stake. ",TRUE,https://www.warren.senate.gov/files/documents/2017_04_20_Letter_to_the_President_on_Ethics_Waivers_and_WH_Logs.pdf
1740,Tom Price,Health and Human Services,Secretary,,,,,,,,,,TRUE,,,
1741,James Comey,Justice,FBI director,,,,,,,,,,TRUE,,,
1742,Walter Shaub,Office of Government Ethics,,,,,,,,,,,TRUE,,,
1743,Rex Tillerson,State,Secretary,,,,,,Exxon Mobil Corporation,,,,TRUE,,,
1744,HR McMaster,National Security Council,adviser,,,,,,,,,,TRUE,,,
1745,Byron Brown,Environmental Protection Agency,,,,,,,Hess Corporation,,,,,"Brown is married to Lesley Schaaf, who has lobbied the EPA for the oil and gas Hess Corporation. He has recused himself from agency matters related to Hess, but has not disclosed whether he has done the same for issues dealing with the American Petroleum Institute, of which his wife is also a member. ",,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1746,Chad Wolf,Homeland Security,Chief of Staff,,,,,,Wexler & Walker,,,,,Returned to Department of Homeland Security after lobbying it for a client to spend millions on luggage screening devices in airports. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1747,Brian Callanan,Treasury,Deputy General Counsel,,,,,,Cooper & Kirk PLLC,,,,,"Previous partner at law firm Cooper & Kirk, where he specialized in regulatory litigation. Has been granted a waiver at the Treasury department to work on issues related to his old firm.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1748,Benjamin Keel,Interior,Special Assistant to the Secretary,,,,,,,,,,TRUE,"Former senior field director for North Dakotans for Common Sense Conservation, which is funded by groups from the agricultural and energy industries, and defeated a government measure to use oil tax revenue for environmental programs.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1749,Jonathan Moss,Transportation,Assistant General Counsel for Regulation,,,,,,Wilmer Cutler Pickering Hale and Dorr LLP,,,,,"Had practiced aviation law, working for United Airlines on regulatory issues.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1750,Jesse Panuccio,Justice,Principal Deputy Associate Attorney General,,,,,,Cooper & Kirk PLLC,,,,,Had worked as an associate at law firm Cooper & Kirk defending the National Rifle Association (NRA).,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1751,Michael Stewart,Defense,,,,,,,Boeing Company,,,,,Consulted for aviation giant Boeing.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1752,Robert Easton,Defense,,,,,,,IBM,,,,,Consulted for IBM,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1753,Robert Easton,Defense,,,,,,,Sidley Austin LLP,,,,,Consulted for IBM,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1754,Susan Harthill,Labor,,,,,,,,,,,,,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1755,Katharine M.F. MacGregor,Interior,,,,,,,,,,,,,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1756,James E. Cason,Interior,,,,,,,,,,,,"Worked for Interior department under previous administrations, but had to withdraw from consideration of a post in Agriculture department due to Democrats' concerns over his environmental views.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1757,Ryan Jackson,Environmental Protection Agency,,,,,,,,,,,,"Former longtime aide to Senator Inhofe, one of the most prominent legislators denying climate change.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1758,Brittany Bolen,Environmental Protection Agency,,,,,,,,,,,,"Former counsel for Senate Committee on Environment and Public Works committee when it was led by Senator Inhofe, one of the most prominent legislators denying climate change.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1759,Bethany Zorc,Housing and Urban Development,,,,,,,,,,,,,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1760,Erika L. Baum,Transportation,Executive Assistant to the Secretary,,,,,,General Mills,,,,,Lobbied for food giant General Mills.,,Warren Report Card
1761,Alexandra P. Campau,White House Office,Special Assistant to the President for Health Policy,,,,,,Cozen O'Connor,,,,,Lobbied for clients such as Blue Cross. Served as special assistant at Health and Human Services (HHS) before joining the White House.,,Warren Report Card
1762,Alexandra P. Campau,White House Office,Special Assistant to the President for Health Policy,,,,,,Blue Cross Blue Shield,,,,,Lobbied for clients such as Blue Cross. Served as special assistant at Health and Human Services (HHS) before joining the White House.,,Warren Report Card
1763,Taylor James Hansen,Education,Special Assistant to the Secretary,,,,,,Association of Private Sector Colleges and Universities,,,,,Had lobbied for an organization that advocated for for-profit colleges. Resident from the Department of Education after Senator Elizabeth Warren raised ethics concerns.,,Warren Report Card
1764,Bradley F. Hayes,Homeland Security,Office of Policy Advisor,,,,,,,,,,,Had lobbied Congress for issues concerning Homeland Security.,,Warren Report Card
1765,Brooks Tucker,Veterans Affairs,,,,,,,CAE SimuFlite,,,,,Lobbied for defense firms such as Air Comm Corporation and CAE USA Inc.,,Warren Report Card
1766,Robert K. Wasinger,State,White House Liaison,,,,,,McGuireWoods LLP,,,,,At McGuire Woods lobbying for clients such as Verizon and Inovio Pharmaceuticals after working briefly in the State department.,,Warren Report Card
1767,Robert K. Wasinger,State,White House Liaison,,,,,,Verizon Communications,,,,,At McGuire Woods lobbying for clients such as Verizon and Inovio Pharmaceuticals after working briefly in the State department.,,Warren Report Card
1768,Patricia Hines Adkins,Consumer Product Safety Commission,Executive Director,,,,,,,,,,,,,Warren Report Card
1769,"Deana \Deidre\"" Bass""",Housing and Urban Development,Senior Advisor,,,,,,,,,,,,,Warren Report Card
1770,Daniel Ray Coats,Office of the Director of National Intelligence,Director,,,,,,,,,,,,,Warren Report Card
1771,Edmund Peter Giambastiani III,Defense,Principal Deputy Assistant Secretary for Legislative Affairs,,,,,,,,,,,,,Warren Report Card
1772,Chris Grieco,Justice,Associate Counsel to the President,,,,,,,,,,,,,Warren Report Card
1773,"William \Bill\"" McGinley""",Executive Office of the President,White House Cabinet Secretary,,,,,,,,,,,,,Warren Report Card
1774,Michael Platt Jr.,Commerce,,,,,,,,,,,,,,Warren Report Card
1775,Heidi Hiltgen Stirrup,Health and Human Services,Special Assistant,,,,,,,,,,,,,Warren Report Card
1776,George Y. Sugiyama,Environmental Protection Agency,Deputy Associate Administrator for Policy,,,,,,,,,,,,,Warren Report Card
1777,Adam J. Sullivan,Transportation,,,,,,,,,,,,,,Warren Report Card
1778,John Walk,Executive Office of the President,Associate Counsel to the President,,,,,,,,,,,,,Warren Report Card
1779,Mark A. Zelden,Labor,,,,,,,,,,,,,,Warren Report Card
1780,Benjamin Cassidy,Homeland Security,,,,,,,Boeing Company,,,,,"Former Boeing executive who led ""government relations assignments"" for the company.",,Warren Report Card
1781,Carlos Muniz,Education,,,,,,,McGuireWoods LLP,,,,,Had defended the state of Florida's decision to not take action against the fraudulent Trump University while working under the state's attorney general. ,,Warren Report Card
1782,Keith Noreika,Treasury,,,,,,,Simpson Thacher & Bartlett LLP,,,,,Represented banks such as JPMorgan and Bank of America while at international law firm Simpson Thacher.,,Warren Report Card
1783,Richard Hohlt,Executive Office of the President,,,,,,,,,,,,"Was a registered lobbyist for Saudia Arabia while in the White House, receiving over $400,000 for providing his services to the kingdom's foreign ministry. He had even lobbied Congress ""regarding an arms sale"" back in May 2017. Still serves on the advisory body ""President's Commission on White House Fellowships,"" but said on Nov. 1, 2018, that he is not representing Saudi Arabia.",TRUE,Warren Report Card
